Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,Type,Rarity,Price
3,Angry Mob,Fourth Edition,253,Near Mint,English,,,,,,,,Creature - Human,Uncommon,$0.22 
1,Angry Mob,Fifth Edition,280,Near Mint,English,,,,,,,,Creature - Human,Uncommon,$0.24 
1,Anguished Unmaking,Secret Lair Drop Series,138,Near Mint,English,,,,,,,,Instant,Rare,$17.35 
2,Anguished Unmaking,Shadows over Innistrad,242,Near Mint,English,,,,,,,,Instant,Rare,$11.65 
2,Animal Boneyard,Odyssey,4,Near Mint,English,,,,,,,,Enchantment - Aura,Uncommon,$0.27 
1,Animal Magnetism,Onslaught,245,Near Mint,English,,,,,,,,Sorcery,Rare,$0.35 
1,Animal Sanctuary,Core Set 2021,242,Near Mint,English,foil,,,,,,,Land,Rare,$0.92 
3,"Animar, Soul of Elements",Masters 25,196,Near Mint,English,,,,,,,,Legendary Creature - Elemental,MythicRare,$10.26 
6,Animate Artifact,Revised Edition,48,Near Mint,English,,,,,,,,Enchantment - Aura,Uncommon,$0.27 
1,Animate Artifact,Fourth Edition,60,Near Mint,English,,,,,,,,Enchantment - Aura,Uncommon,$0.23 
1,Animate Artifact,Fourth Edition,60,Near Mint,English,,,,,,,,Enchantment - Aura,Uncommon,$0.23 
4,Animate Dead,Revised Edition,1,Near Mint,English,,,,,,,,Enchantment - Aura,Uncommon,$4.87 
1,Animate Land,Nemesis,101,Near Mint,English,,,,,,,,Instant,Uncommon,$0.24 
1,Animate Library,Unstable,26,Near Mint,English,,,,,,,,Enchantment - Aura,Rare,$0.42 
3,Animate Wall,Revised Edition,185,Near Mint,English,,,,,,,,Enchantment - Aura,Rare,$1.07 
1,Animate Wall,Fourth Edition,254,Near Mint,English,,,,,,,,Enchantment - Aura,Rare,$0.40 
4,Animating Faerie // Bring to Life,Throne of Eldraine,38,Near Mint,English,,,,,,,,Creature - Faerie // Sorcery - Adventure,Uncommon,$0.20 
1,Animating Faerie // Bring to Life,Throne of Eldraine,38,Near Mint,English,foil,,,,,,,Creature - Faerie // Sorcery - Adventure,Uncommon,$0.34 
5,Animating Faerie // Bring to Life,Throne of Eldraine,280,Near Mint,English,,,,,,,,Creature - Faerie // Sorcery - Adventure,Uncommon,$0.44 
2,Animating Faerie // Bring to Life,Throne of Eldraine,280,Near Mint,English,foil,,,,,,,Creature - Faerie // Sorcery - Adventure,Uncommon,$2.00 
4,Animation Module,Kaladesh,194,Near Mint,English,,,,,,,,Artifact,Rare,$0.94 
1,Animist's Awakening,Commander 2020,166,Near Mint,English,,,,,,,,Sorcery,Rare,$0.75 
1,Animist's Awakening,Magic Origins,169,Near Mint,English,,,,,,,,Sorcery,Rare,$0.95 
6,Animus of Predation,Conspiracy: Take the Crown,60,Near Mint,English,,,,,,,,Creature - Avatar,Uncommon,$0.25 
2,Anje Falkenrath,Oversized: Commander 2019,37,Near Mint,English,foil,,,,,,,Legendary Creature - Vampire,MythicRare,$0.00 
2,Anje Falkenrath,Commander 2019,37,Near Mint,English,foil,,,,,,,Legendary Creature - Vampire,MythicRare,$0.78 
2,Anje's Ravager,Commander 2019,22,Near Mint,English,,,,,,,,Creature - Vampire Berserker,Rare,$0.61 
1,Ankh of Mishra,Revised Edition,233,Near Mint,English,,,,,,,,Artifact,Rare,$5.27 
5,Ankle Shanker,Khans of Tarkir,164,Near Mint,English,,,,,,,,Creature - Goblin Berserker,Rare,$0.34 
1,Ankle Shanker,Khans of Tarkir,164,Near Mint,English,foil,,,,,,,Creature - Goblin Berserker,Rare,$0.60 
1,Annex,Ninth Edition,59,Near Mint,English,,,,,,,,Enchantment - Aura,Uncommon,$0.35 
1,Annihilate,Commander 2013,68,Near Mint,English,,,,,,,,Instant,Uncommon,$0.23 
3,Annihilate,Eternal Masters,79,Near Mint,English,,,,,,,,Instant,Uncommon,$0.25 
1,Annihilate,Mystery Booster,567,Near Mint,English,,,,,,,,Instant,Uncommon,$0.25 
4,Annihilate,Invasion,94,Near Mint,English,,,,,,,,Instant,Uncommon,$0.24 
2,Annihilate,Invasion,94,Played,English,,,,,,,,Instant,Uncommon,$0.24 
4,Annihilating Fire,Return to Ravnica,85,Near Mint,English,,,,,,,,Instant,Common,$0.19 
1,Annoyed Altisaur,Commander Legends,216,Near Mint,English,foil,,,,,,,Creature - Dinosaur,Common,$0.30 
4,Annoyed Altisaur,Commander Legends,216,Near Mint,English,,,,,,,,Creature - Dinosaur,Common,$0.25 
4,Annul,Urza's Saga,59,Near Mint,English,,,,,,,,Instant,Common,$0.30 
1,Annul,Mirrodin,29,Good (Lightly Played),English,,,,,,,,Instant,Common,$0.24 
3,Annul,Mirrodin,29,Near Mint,English,,,,,,,,Instant,Common,$0.24 
8,Annul,Theros,38,Near Mint,English,,,,,,,,Instant,Common,$0.20 
1,Annul,Kaldheim,42,Near Mint,English,,,,,,,,Instant,Common,$0.20 
12,Anodet Lurker,Fifth Dawn,101,Near Mint,English,,,,,,,,Artifact Creature - Construct,Common,$0.20 
2,Anoint,Tempest,215,Near Mint,English,,,,,,,,Instant,Common,$0.21 
4,Anointed Chorister,Core Set 2021,4,Near Mint,English,,,,,,,,Creature - Human Cleric,Common,$0.21 
10,Anointed Deacon,Ixalan,89,Near Mint,English,,,,,,,,Creature - Vampire Cleric,Common,$0.19 
2,Anointed Deacon,Ixalan,89,Near Mint,English,foil,,,,,,,Creature - Vampire Cleric,Common,$0.23 
2,Anointed Procession,Amonkhet,2,Near Mint,English,,,,,,,,Enchantment,Rare,$47.41 
8,Anointer of Champions,Magic Origins,3,Near Mint,English,,,,,,,,Creature - Human Cleric,Uncommon,$0.29 
1,Anointer of Valor,Commander Legends,8,Near Mint,English,foil,,,,,,,Creature - Angel,Common,$0.40 
4,Anointer of Valor,Commander Legends,8,Near Mint,English,,,,,,,,Creature - Angel,Common,$0.22 
6,Anointer Priest,Amonkhet,3,Near Mint,English,,,,,,,,Creature - Human Cleric,Common,$0.22 
1,"Anowon, the Ruin Sage",Commander 2017,96,Near Mint,English,,,,,,,,Legendary Creature - Vampire Shaman,Rare,$1.77 
1,"Anowon, the Ruin Sage",Worldwake,49,Near Mint,English,,,,,,,,Legendary Creature - Vampire Shaman,Rare,$2.19 
1,"Anowon, the Ruin Thief",Zendikar Rising Commander,1,Near Mint,English,foil,,,,,,,Legendary Creature - Vampire Rogue,MythicRare,$1.53 
5,Answered Prayers,Modern Horizons,2,Near Mint,English,,,,,,,,Enchantment,Common,$0.22 
2,Antagonism,Urza's Saga,173,Near Mint,English,,,,,,,,Enchantment,Rare,$0.49 
7,"Anthousa, Setessan Hero",Theros,149,Near Mint,English,,,,,,,,Legendary Creature - Human Warrior,Rare,$0.30 
1,"Anthousa, Setessan Hero",Theros,149,Near Mint,English,foil,,,,,,,Legendary Creature - Human Warrior,Rare,$0.42 
4,Anthroplasm,Urza's Legacy,25,Near Mint,English,,,,,,,,Creature - Shapeshifter,Rare,$0.45 
5,Anti-Magic Aura,Legends,45,Near Mint,English,,,,,,,,Enchantment - Aura,Common,$1.77 
8,Anticipate,Dragons of Tarkir,45,Near Mint,English,,,,,,,,Instant,Common,$0.21 
1,Anticipate,Dragons of Tarkir,45,Near Mint,Russian,,,,,,,,Instant,Common,$0.21 
6,Anticipate,Battle for Zendikar,69,Near Mint,English,,,,,,,,Instant,Common,$0.21 
9,Anticipate,Core Set 2019,44,Near Mint,English,,,,,,,,Instant,Common,$0.21 
4,Anticipate,Core Set 2020,45,Near Mint,English,,,,,,,,Instant,Common,$0.21 
4,Anticipate,Ikoria: Lair of Behemoths,40,Near Mint,English,,,,,,,,Instant,Common,$0.21 
4,Anticognition,Zendikar Rising,45,Near Mint,English,,,,,,,,Instant,Common,$0.21 
2,Anticognition,Zendikar Rising,45,Near Mint,English,foil,,,,,,,Instant,Common,$0.26 
5,Antler Skulkin,Eventide,167,Near Mint,English,,,,,,,,Artifact Creature - Scarecrow,Common,$0.26 
1,Anurid Brushhopper,Judgment,137,Near Mint,English,,,,,,,,Creature - Frog Beast,Rare,$0.45 
4,Anurid Murkdiver,Onslaught,124,Near Mint,English,,,,,,,,Creature - Zombie Frog Beast,Common,$0.20 
1,Anurid Scavenger,Torment,119,Near Mint,English,,,,,,,,Creature - Frog Beast,Uncommon,$0.24 
3,Anurid Swarmsnapper,Judgment,105,Near Mint,English,,,,,,,,Creature - Frog Beast,Uncommon,$0.23 
1,Anvil of Bogardan,Visions,141,Near Mint,English,,,,,,,,Artifact,Rare,$92.11 
3,Anvilwrought Raptor,Theros,211,Near Mint,English,,,,,,,,Artifact Creature - Bird,Uncommon,$0.22 
4,Anvilwrought Raptor,Core Set 2020,221,Near Mint,English,,,,,,,,Artifact Creature - Bird,Common,$0.17 
1,"Anya, Merciless Angel",Commander 2015,41,Near Mint,English,,,,,,,,Legendary Creature - Angel,MythicRare,$4.46 
8,Apathy,Weatherlight,33,Near Mint,English,,,,,,,,Enchantment - Aura,Common,$0.21 
1,Ape,Extras: Double Masters,12,Near Mint,English,,,,,,,,Token,Common,$0.42 
1,Ape,Extras: Time Spiral Remastered,10,Near Mint,English,,,,,,,,Token,Common,$0.25 
1,Ape // Golem,Extras: Double Masters,53,Near Mint,English,foil,,,,,,,Token,Common,$0.50 
1,Ape // Zombie,Extras: Commander 2014,51,Near Mint,English,,,,,,,,Token,Common,$0.00 
2,Apes of Rath,Tempest,108,Near Mint,English,,,,,,,,Creature - Ape,Uncommon,$0.26 
1,Apex Altisaur,Commander 2019,31,Near Mint,English,,,,,,,,Creature - Dinosaur,Rare,$3.87 
1,Apex Devastator,Commander Legends,217,Near Mint,English,foil,,,,,,,Creature - Chimera Hydra,MythicRare,$12.10 
2,Apex Hawks,Conspiracy,67,Near Mint,English,,,,,,,,Creature - Bird,Common,$0.22 
8,Apex Hawks,Worldwake,2,Near Mint,English,,,,,,,,Creature - Bird,Common,$0.22 
1,Apex of Power,Core Set 2019,129,Near Mint,English,,,,,,,,Sorcery,MythicRare,$0.90 
2,"Aphemia, the Cacophony",Theros Beyond Death,84,Near Mint,English,,,,,,,,Legendary Enchantment Creature  - Harpy,Rare,$0.43 
2,Aphetto Alchemist,Onslaught,64,Near Mint,English,,,,,,,,Creature - Human Wizard,Uncommon,$2.89 
1,Aphetto Dredging,Premium Deck Series: Slivers,28,Near Mint,English,foil,,,,,,,Sorcery,Common,$0.45 
9,Aphetto Runecaster,Scourge,28,Near Mint,English,,,,,,,,Creature - Human Wizard,Uncommon,$1.16 
4,Aphotic Wisps,Shadowmoor,55,Near Mint,English,,,,,,,,Instant,Common,$0.30 
1,Apocalypse,Tempest,162,Near Mint,English,,,,,,,,Sorcery,Rare,$18.32 
1,Apocalypse Chime,Homelands,126,Near Mint,English,,,,,,,,Artifact,Rare,$5.24 
3,Apocalypse Demon,Hour of Devastation,58,Near Mint,English,,,,,,,,Creature - Demon,Rare,$0.30 
1,Apocalypse Hydra,Modern Masters 2015 Edition,171,Near Mint,English,,,,,,,,Creature - Hydra,Rare,$0.68 
1,Apocalypse Hydra,Battlebond,217,Near Mint,English,,,,,,,,Creature - Hydra,Rare,$0.55 
5,Apostle of Purifying Light,Core Set 2020,6,Near Mint,English,,,,,,,,Creature - Human Cleric,Uncommon,$0.26 
1,Apostle of Purifying Light,Core Set 2020,6,Near Mint,English,foil,,,,,,,Creature - Human Cleric,Uncommon,$0.97 
5,Apostle's Blessing,Modern Masters 2015 Edition,8,Near Mint,English,,,,,,,,Instant,Common,$0.32 
12,Apostle's Blessing,New Phyrexia,2,Near Mint,English,,,,,,,,Instant,Common,$0.33 
8,Apothecary Geist,Shadows over Innistrad,4,Near Mint,English,,,,,,,,Creature - Spirit,Common,$0.21 
5,Apothecary Initiate,Shadowmoor,1,Near Mint,English,,,,,,,,Creature - Kithkin Cleric,Common,$0.21 
4,Appeal // Authority,Hour of Devastation,152,Near Mint,English,,,,,,,,Sorcery // Sorcery,Uncommon,$0.25 
1,Appetite for Brains,Duel Decks: Blessed vs. Cursed,51,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.24 
3,Appetite for Brains,Ultimate Masters,83,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.24 
1,Appetite for Brains,Avacyn Restored,84,Near Mint,English,foil,,,,,,,Sorcery,Uncommon,$0.41 
4,Appetite for Brains,Avacyn Restored,84,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.25 
10,Appetite for the Unnatural,Kaladesh,141,Near Mint,English,,,,,,,,Instant,Common,$0.19 
1,Applied Aeronautics,Unstable,168,Near Mint,English,,,,,,,,Artifact - Contraption,Common,$0.23 
1,Applied Aeronautics,Unstable,168,Near Mint,English,foil,,,,,,,Artifact - Contraption,Common,$0.44 
4,Applied Biomancy,Ravnica Allegiance,153,Near Mint,English,,,,,,,,Instant,Common,$0.27 
2,Apprentice Necromancer,Commander 2017,97,Near Mint,English,,,,,,,,Creature - Zombie Wizard,Rare,$1.09 
2,Apprentice Necromancer,Ultimate Masters,84,Near Mint,English,,,,,,,,Creature - Zombie Wizard,Uncommon,$1.06 
1,Apprentice Necromancer,Urza's Destiny,51,Near Mint,English,,,,,,,,Creature - Zombie Wizard,Rare,$1.60 
2,Apprentice Wizard,Double Masters,40,Near Mint,English,,,,,,,,Creature - Human Wizard,Common,$0.22 
1,Apprentice Wizard,Double Masters,40,Near Mint,English,foil,,,,,,,Creature - Human Wizard,Common,$0.26 
1,Apprentice Wizard,The Dark,20,Near Mint,English,,,,,,,,Creature - Human Wizard,Rare,$9.18 
11,Apprentice Wizard,Fourth Edition,61,Near Mint,English,,,,,,,,Creature - Human Wizard,Common,$0.23 
1,Approach of the Second Sun,Mystery Booster,24,Near Mint,English,,,,,,,,Sorcery,Rare,$1.41 
5,Approach of the Second Sun,Amonkhet,4,Near Mint,English,,,,,,,,Sorcery,Rare,$1.49 
4,Aquamoeba,Torment,24,Near Mint,English,,,,,,,,Creature - Elemental Beast,Common,$0.23 
8,Aquamorph Entity,Duel Decks: Speed vs. Cunning,54,Near Mint,English,,,,,,,,Creature - Shapeshifter,Common,$0.16 
5,Aquamorph Entity,Planar Chaos,33,Near Mint,English,,,,,,,,Creature - Shapeshifter,Common,$0.22 
3,Aquatic Incursion,Rivals of Ixalan,32,Near Mint,English,,,,,,,,Enchantment,Uncommon,$0.24 
4,Aqueous Form,Commander Legends,56,Near Mint,English,,,,,,,,Enchantment - Aura,Common,$0.24 
1,Aqueous Form,Commander Legends,56,Near Mint,English,foil,,,,,,,Enchantment - Aura,Common,$0.29 
8,Aqueous Form,Theros,39,Near Mint,English,,,,,,,,Enchantment - Aura,Common,$0.31 
4,Aquitect's Will,Duel Decks: Merfolk vs. Goblins,2,Near Mint,English,,,,,,,,Tribal Sorcery - Merfolk,Common,$0.26 
4,Aquitect's Will,Lorwyn,52,Near Mint,English,,,,,,,,Tribal Sorcery - Merfolk,Common,$0.39 
6,Aquus Steed,Return to Ravnica,29,Near Mint,English,,,,,,,,Creature - Beast,Uncommon,$0.22 
3,Araba Mothrider,Saviors of Kamigawa,2,Near Mint,English,,,,,,,,Creature - Human Samurai,Common,$0.24 
3,Arachnoform,Kaldheim,159,Near Mint,English,,,,,,,,Enchantment - Aura,Common,$0.20 
8,Arachnoid,Fifth Dawn,102,Near Mint,English,,,,,,,,Artifact Creature - Spider,Uncommon,$0.22 
2,Arachnus Spinner,Modern Masters 2017 Edition,117,Near Mint,English,,,,,,,,Creature - Spider,Uncommon,$0.30 
6,Arachnus Web,Modern Masters 2017 Edition,118,Near Mint,English,,,,,,,,Enchantment - Aura,Common,$0.25 
2,Arachnus Web,Modern Masters 2017 Edition,118,Near Mint,English,foil,,,,,,,Enchantment - Aura,Common,$0.27 
11,Arachnus Web,Magic 2012,163,Near Mint,English,,,,,,,,Enchantment - Aura,Common,$0.25 
10,Aradara Express,Kaladesh,195,Near Mint,English,,,,,,,,Artifact - Vehicle,Common,$0.20 
1,"Arahbo, Roar of the World",Oversized: Commander 2017,35,Near Mint,English,,,,,,,,Legendary Creature - Cat Avatar,MythicRare,$0.00 
1,"Arahbo, Roar of the World",Commander 2017,35,Near Mint,English,foil,,,,,,,Legendary Creature - Cat Avatar,MythicRare,$4.38 
8,Arashin Cleric,Fate Reforged,5,Near Mint,English,,,,,,,,Creature - Human Cleric,Common,$0.19 
1,Arashin Foremost,Dragons of Tarkir,3,Near Mint,English,,,,,,,,Creature - Human Warrior,Rare,$0.40 
1,Arashin Sovereign,Dragons of Tarkir,212,Near Mint,English,foil,,,,,,,Creature - Dragon,Rare,$0.73 
3,Arashin War Beast,Fate Reforged,123,Near Mint,English,,,,,,,,Creature - Beast,Uncommon,$0.24 
1,Arasta of the Endless Web,Theros Beyond Death,165,Near Mint,English,foil,,,,,,,Legendary Enchantment Creature  - Spider,Rare,$0.82 
1,Arasta of the Endless Web,Theros Beyond Death,352,Near Mint,English,foil,,,,,,,Legendary Enchantment Creature  - Spider,Rare,$6.47 
1,Araumi of the Dead Tide,Commander Legends,267,Near Mint,English,foil,,,,,,,Legendary Creature - Merfolk Wizard,Uncommon,$0.43 
1,Araumi of the Dead Tide,Commander Legends,267,Near Mint,English,,,,,,,,Legendary Creature - Merfolk Wizard,Uncommon,$0.26 
6,Arbalest Elite,Magic 2012,5,Near Mint,English,,,,,,,,Creature - Human Archer,Uncommon,$0.30 
1,Arbiter of Knollridge,Commander 2015,59,Near Mint,English,,,,,,,,Creature - Giant Wizard,Rare,$0.32 
2,Arbiter of Knollridge,Lorwyn,2,Near Mint,English,,,,,,,,Creature - Giant Wizard,Rare,$0.42 
3,Arbiter of the Ideal,Born of the Gods,31,Near Mint,English,,,,,,,,Creature - Sphinx,Rare,$0.33 
1,Arbor Armament,Mystery Booster,1123,Near Mint,English,,,,,,,,Instant,Common,$0.24 
1,Arbor Armament,Jumpstart,376,Near Mint,English,,,,,,,,Instant,Common,$0.21 
8,Arbor Armament,Dominaria,155,Near Mint,English,,,,,,,,Instant,Common,$0.19 
1,Arbor Colossus,Commander 2015,174,Near Mint,English,,,,,,,,Creature - Giant,Rare,$0.34 
3,Arbor Colossus,Theros,150,Near Mint,English,,,,,,,,Creature - Giant,Rare,$0.29 
8,Arbor Elf,Masters 25,160,Near Mint,English,,,,,,,,Creature - Elf Druid,Common,$0.74 
4,Arbor Elf,Masters 25,160,Near Mint,English,foil,,,,,,,Creature - Elf Druid,Common,$8.42 
8,Arbor Elf,Worldwake,95,Near Mint,English,,,,,,,,Creature - Elf Druid,Common,$0.62 
8,Arbor Elf,Magic 2013,160,Near Mint,English,,,,,,,,Creature - Elf Druid,Common,$0.74 
12,Arborback Stomper,Kaladesh,142,Near Mint,English,,,,,,,,Creature - Beast,Uncommon,$0.25 
6,Arboreal Grazer,War of the Spark,149,Near Mint,English,,,,,,,,Creature - Beast,Common,$0.33 
3,Arboretum Elemental,Guilds of Ravnica,122,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.25 
3,Arc Blade,Time Spiral Remastered,152,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.27 
1,Arc Blade,Future Sight,94,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.29 
1,Arc Lightning,Ugin's Fate Promos,97,Good (Lightly Played),English,,,,,,,,Sorcery,Uncommon,$1.04 
2,Arc Lightning,Battle Royale Box Set,5,Near Mint,English,,,,,,,,Sorcery,Common,$0.45 
1,Arc Lightning,Urza's Saga,174,Played,English,,,,,,,,Sorcery,Common,$0.24 
5,Arc Lightning,Urza's Saga,174,Near Mint,English,,,,,,,,Sorcery,Common,$0.24 
4,Arc Lightning,Khans of Tarkir,97,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.24 
1,Arc Mage,Nemesis,77,Near Mint,English,,,,,,,,Creature - Human Spellshaper,Uncommon,$0.23 
4,Arc Runner,Magic 2011,123,Near Mint,English,,,,,,,,Creature - Elemental Ox,Common,$0.22 
5,Arc Trail,Duel Decks: Speed vs. Cunning,23,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.17 
1,Arc Trail,Mystery Booster,841,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.25 
8,Arc Trail,Scars of Mirrodin,81,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.30 
2,Arc-Slogger,Mirrodin,85,Near Mint,English,,,,,,,,Creature - Beast,Rare,$0.33 
1,Arcades Sabboth,Legends,258,Good (Lightly Played),English,,,,,,,,Legendary Creature - Elder Dragon,Rare,$130.17 
1,"Arcades, the Strategist",Core Set 2019,212,Near Mint,English,,,,,,,,Legendary Creature - Elder Dragon,MythicRare,$6.43 
4,Arcane Adaptation,Ixalan,46,Near Mint,English,,,,,,,,Enchantment,Rare,$3.66 
1,Arcane Artisan,Battlebond,33,Near Mint,English,,,,,,,,Creature - Human Wizard,MythicRare,$2.03 
1,Arcane Denial,Commander 2013,28,Near Mint,English,,,,,,,,Instant,Common,$1.84 
11,Arcane Denial,Masters 25,41,Near Mint,English,,,,,,,,Instant,Common,$1.27 
2,Arcane Denial,Commander Legends,393,Near Mint,English,,,,,,,,Instant,Common,$1.69 
1,Arcane Denial,Commander Legends,630,Near Mint,English,foil,,,,,,,Instant,Common,$4.27 
3,Arcane Denial,Alliances,32,Near Mint,English,,,,,,,,Instant,Common,$0.57 
3,Arcane Denial,Alliances,33,Near Mint,English,,,,,,,,Instant,Common,$0.56 
7,Arcane Encyclopedia,Core Set 2019,227,Near Mint,English,,,,,,,,Artifact,Uncommon,$0.27 
1,Arcane Flight,Dominaria,43,Near Mint,English,foil,,,,,,,Enchantment - Aura,Common,$0.50 
10,Arcane Flight,Dominaria,43,Near Mint,English,,,,,,,,Enchantment - Aura,Common,$0.21 
1,Arcane Laboratory,Urza's Saga,60,Near Mint,English,,,,,,,,Enchantment,Uncommon,$2.10 
1,Arcane Melee,Avacyn Restored,44,Near Mint,English,,,,,,,,Enchantment,Rare,$0.46 
2,Arcane Sanctum,Commander 2013,273,Near Mint,English,,,,,,,,Land,Uncommon,$1.61 
2,Arcane Sanctum,Modern Masters 2017 Edition,228,Near Mint,English,,,,,,,,Land,Uncommon,$1.80 
1,Arcane Sanctum,Commander 2018,232,Near Mint,English,,,,,,,,Land,Uncommon,$1.53 
1,Arcane Sanctum,Mystery Booster,1654,Near Mint,English,,,,,,,,Land,Uncommon,$1.48 
1,Arcane Sanctum,Shards of Alara,220,Near Mint,English,,,,,,,,Land,Uncommon,$1.61 
1,Arcane Savant,Conspiracy: Take the Crown,27,Near Mint,English,,,,,,,,Creature - Human Wizard,Rare,$0.34 
1,Arcane Signet,Secret Lair Drop Series,201,Near Mint,English,,,,,,,,Artifact,Rare,$10.44 
7,Arcane Signet,Commander 2020,237,Near Mint,English,,,,,,,,Artifact,Common,$2.49 
2,Arcane Signet,Zendikar Rising Commander,106,Near Mint,English,,,,,,,,Artifact,Common,$2.58 
1,Arcane Signet,Commander Legends,297,Near Mint,English,foil,,,,,,,Artifact,Uncommon,$5.98 
2,Arcane Signet,Commander Legends,297,Near Mint,English,,,,,,,,Artifact,Uncommon,$2.49 
1,Arcane Signet,Commander Legends,689,Near Mint,English,foil,,,,,,,Artifact,Uncommon,$26.88 
1,Arcane Signet,Throne of Eldraine,331,Near Mint,English,,,,,,,,Artifact,Common,$2.78 
16,Arcane Spyglass,Darksteel,93,Near Mint,English,,,,,,,,Artifact,Common,$0.21 
1,Arcane Subtraction,Strixhaven: School of Mages,36,Near Mint,English,,,,,,,,Instant,Common,$0.22 
1,Arcane Teachings,Judgment,78,Played,English,,,,,,,,Enchantment - Aura,Common,$0.21 
1,Arcanis the Omnipotent,Duel Decks: Speed vs. Cunning,42,Near Mint,English,foil,,,,,,,Legendary Creature - Wizard,MythicRare,$1.88 
1,Arcanis the Omnipotent,Eternal Masters,39,Near Mint,English,,,,,,,,Legendary Creature - Wizard,Rare,$1.69 
2,Arcanis the Omnipotent,Commander 2017,80,Near Mint,English,,,,,,,,Legendary Creature - Wizard,Rare,$1.58 
1,Arcanist's Owl,Throne of Eldraine,206,Near Mint,English,foil,,,,,,,Artifact Creature - Bird,Uncommon,$0.43 
6,Arcanist's Owl,Throne of Eldraine,206,Near Mint,English,,,,,,,,Artifact Creature - Bird,Uncommon,$0.24 
2,Arcanum Wings,Future Sight,48,Near Mint,English,,,,,,,,Enchantment - Aura,Uncommon,$0.65 
1,Arcbond,Fate Reforged,91,Near Mint,English,foil,,,,,,,Instant,Rare,$0.92 
8,Arcbound Bruiser,Darksteel,94,Near Mint,English,,,,,,,,Artifact Creature - Golem,Common,$0.21 
6,Arcbound Crusher,Darksteel,95,Near Mint,English,,,,,,,,Artifact Creature - Juggernaut,Uncommon,$0.57 
1,Arcbound Fiend,Darksteel,96,Near Mint,English,,,,,,,,Artifact Creature - Horror,Uncommon,$0.26 
